English Word;German Translation (Google Translate);Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
impatient;ungeduldig;0;1;0;1;0;0;0;0;0;0
impeach;anklagen;0;1;0;0;1;1;0;0;0;0
impeachment;Anklage;0;1;0;0;0;0;0;0;0;0
impeccable;tadellos;1;0;0;0;0;0;0;0;0;1
impede;behindern;0;1;0;0;0;0;0;0;0;0
impediment;Behinderung;0;0;0;0;0;0;0;0;0;0
impelled;getrieben;0;0;0;0;0;0;0;0;0;0
impending;bevorstehend;0;0;0;1;0;1;0;0;0;0
impenetrable;undurchdringlich;0;0;0;0;0;0;0;0;0;1
imperative;Imperativ;0;0;0;0;0;0;0;0;0;0
imperceptible;unmerklich;0;0;0;0;0;0;0;0;0;0
imperfection;Unvollkommenheit;0;1;0;0;0;0;0;0;0;0
imperfectly;unvollkommen;0;1;0;0;0;0;0;0;0;0
imperial;kaiserlich;0;0;0;0;0;0;0;0;0;0
impermeable;undurchl�ssig;0;0;1;0;0;1;0;0;0;0
impermissible;unzul�ssig;0;0;0;0;0;0;0;0;0;0
impersonal;unpers�nlich;0;0;0;0;0;0;0;0;0;0
impersonate;imitieren;0;1;0;0;0;0;0;0;0;0
impersonation;Verk�rperung;0;1;0;0;0;0;0;0;0;0
impervious;undurchl�ssig;1;0;0;0;0;0;0;0;0;0
impetus;Schwung;0;0;0;0;0;0;0;0;0;0
implacable;unerbittlich;0;1;0;0;0;0;0;0;0;0
implant;Implantat;0;0;0;0;0;0;0;0;0;0
implantation;Implantation;0;0;0;0;0;0;0;0;0;0
implanted;implantiert;0;0;0;0;0;0;0;0;0;0
implement;implementieren;0;0;0;0;0;0;0;0;0;0
implicate;verwickeln;0;1;1;0;0;0;0;0;0;0
implicated;verwickelt;0;0;0;0;0;0;0;0;0;0
implication;Implikation;0;0;0;0;0;0;0;0;0;0
implied;impliziert;0;0;0;0;0;0;0;0;0;0
implore;flehen;0;0;0;0;0;0;0;0;0;0
implosion;Implosion;0;0;0;0;0;0;0;0;0;0
imply;implizieren;0;0;0;0;0;0;0;0;0;0
impolite;unh�flich;0;1;0;0;1;0;0;0;0;0
import;Import;0;0;0;0;0;0;0;0;0;0
importance;Bedeutung;1;0;0;1;0;0;0;0;0;0
important;wichtig;1;0;0;0;0;0;0;0;0;1
importation;Einfuhr;0;0;0;0;0;0;0;0;0;0
impose;verh�ngen;0;0;0;0;0;0;0;0;0;0
imposing;imposant;0;0;0;0;0;0;0;0;0;0
imposition;Auferlegung;0;1;0;0;0;0;0;0;0;0
impossibility;Unm�glichkeit;0;0;0;0;0;0;0;0;0;0
impossible;unm�glich;0;1;0;0;0;0;0;1;0;0
impotence;Impotenz;0;1;1;0;0;1;0;1;0;0
impotent;impotent;0;1;0;0;0;0;0;0;0;0
impound;beschlagnahmen;0;1;0;0;0;0;0;0;0;0
impracticable;undurchf�hrbar;0;1;0;0;0;0;0;0;0;0
impress;beeindrucken;1;0;0;0;0;0;0;0;0;0
impression;Eindruck;1;0;0;0;0;0;0;0;0;0
impressionable;leicht zu beeindrucken;0;0;0;0;0;0;0;0;0;1
imprint;Impressum;0;0;0;0;0;0;0;0;0;0
imprison;inhaftieren;0;1;0;0;0;0;0;0;0;0
imprisoned;eingesperrt;0;1;1;0;1;1;0;1;0;0
imprisonment;Gefangenschaft;0;1;1;0;1;1;0;1;0;0
improbable;unwahrscheinlich;0;0;0;0;0;0;0;0;0;0
impromptu;Impromptu;0;0;0;0;0;0;0;0;0;0
impropriety;Ungeh�rigkeit;0;1;0;0;0;0;0;0;0;0
improve;verbessern;1;0;0;1;0;0;1;0;0;1
improved;verbessert;1;0;0;0;0;0;0;0;0;0
improvement;Verbesserung;1;0;0;0;0;0;1;0;0;1
improving;Verbesserung;1;0;0;0;0;0;0;0;0;0
improvisation;Improvisation;0;0;0;0;0;0;0;0;1;0
improvise;improvisieren;1;0;0;1;0;0;0;0;1;0
improvised;improvisiert;0;0;0;0;0;0;0;0;0;0
imprudent;unvorsichtig;0;1;0;0;0;0;0;1;0;0
impulse;Impuls;0;0;0;0;0;0;0;0;0;0
impunity;Straflosigkeit;0;0;0;0;0;0;0;0;0;0
impure;unrein;0;1;0;0;1;0;0;0;0;0
impurity;Verunreinigung;0;1;0;0;1;0;0;0;0;0
imputation;Unterstellung;0;1;0;0;0;0;0;0;0;0
inability;Unf�higkeit;0;1;0;0;0;0;0;1;0;0
inaccessible;unerreichbar;0;1;0;0;0;0;0;0;0;0
inaccurate;ungenau;0;1;0;0;0;0;0;0;0;0
inaction;Unt�tigkeit;0;1;0;0;0;0;0;0;0;0
inactivate;inaktivieren;0;0;0;0;0;0;0;0;0;0
inactivation;Inaktivierung;0;0;0;0;0;0;0;0;0;0
inactive;inaktiv;0;0;0;0;0;0;0;0;0;0
inactivity;Inaktivit�t;0;1;0;0;0;0;0;0;0;0
inadequacy;Unangemessenheit;0;1;0;0;0;0;0;0;0;0
inadequate;ungen�gend;0;1;0;0;0;0;0;1;0;0
inadmissible;unzul�ssig;0;1;1;0;1;0;0;0;0;0
inadvertent;unbeabsichtigt;0;0;0;0;0;0;0;0;0;0
inadvertently;versehentlich;0;0;0;0;0;0;0;0;0;0
inalienable;unver�u�erlich;1;0;0;0;0;0;0;0;0;0
inane;albern;0;1;0;0;0;0;0;0;0;0
inanimate;unbelebt;0;0;0;0;0;0;0;0;0;0
inapplicable;nicht anwendbar;0;1;0;0;0;0;0;0;0;0
inappropriate;unpassend;0;1;1;0;1;0;0;1;0;0
inattention;Unaufmerksamkeit;0;1;1;0;0;0;0;0;0;0
inaudible;unh�rbar;0;1;0;0;0;0;0;0;0;0
inaugural;Er�ffnungs;0;0;0;1;0;0;0;0;0;0
inaugurate;er�ffnen;0;0;0;0;0;0;0;0;0;0
inauguration;Einweihung;1;0;0;1;0;0;1;0;0;1
inborn;angeboren;0;0;0;0;0;0;0;0;0;0
inbred;angeboren;0;0;0;0;0;0;0;0;0;0
incalculable;unabsehbar;0;1;0;0;0;0;0;0;0;0
incandescent;gl�hend;0;0;0;0;0;0;0;0;0;0
incapable;unf�hig;0;0;0;0;0;0;0;0;0;0
incapacity;Unf�higkeit;0;1;0;0;0;0;0;0;0;0
incarceration;Einkerkerung;0;1;1;0;1;1;0;1;0;0
incase;Falls;0;1;1;0;1;1;0;1;0;0
incendiary;Brandstifter;0;1;1;0;0;1;0;0;1;0
incense;Weihrauch;0;1;1;0;0;0;0;0;0;0
incentive;Anreiz;0;0;0;0;0;0;0;0;0;0
inception;Einf�hrung;0;0;0;0;0;0;0;0;0;0
incessant;unaufh�rlich;0;1;0;0;0;0;0;0;0;0
incessantly;unaufh�rlich;0;0;0;0;0;0;0;0;0;0
incest;Inzest;0;1;1;0;1;1;0;1;0;0
incestuous;blutsch�nderisch;0;1;0;0;1;0;0;0;0;0
inch;Zoll;0;0;0;0;0;0;0;0;0;0
incidence;H�ufigkeit;0;0;0;0;0;0;0;0;0;0
incident;Zwischenfall;0;0;0;0;0;0;0;0;1;0
incidentally;�brigens;0;0;0;0;0;0;0;0;0;0
incineration;Verbrennung;0;1;0;0;0;0;0;0;0;0
incipient;beginnend;0;0;0;0;0;0;0;0;0;0
incision;Schnitt;0;0;0;0;0;0;0;0;0;0
incisive;pr�gnant;1;0;0;0;0;0;0;0;0;0
incite;anstacheln;0;1;1;1;0;1;0;0;0;0
incitement;Anstiftung;0;0;0;0;0;0;0;0;0;0
inclement;unfreundlich;0;1;0;0;0;0;0;0;0;0
inclination;Neigung;0;0;0;0;0;0;0;0;0;0
incline;Neigung;0;0;0;0;0;0;0;0;0;1
inclined;schr�g;0;0;0;0;0;0;0;0;0;0
include;enthalten;1;0;0;0;0;0;0;0;0;0
included;inbegriffen;1;0;0;0;0;0;0;0;0;0
including;einschlie�lich;1;0;0;0;0;0;0;0;0;0
inclusion;Einbeziehung;0;0;0;0;0;0;0;0;0;1
inclusive;inklusive;1;0;0;0;0;0;0;0;0;0
incognito;Inkognito;0;0;0;0;0;0;0;0;0;0
incoherent;inkoh�rent;0;1;0;0;0;0;0;0;0;0
income;Einkommen;1;1;0;1;0;0;1;1;0;1
incoming;eingehend;0;0;0;0;0;0;0;0;0;0
incompatible;unvereinbar;0;1;1;0;1;0;0;1;0;0
incompetence;Inkompetenz;0;1;0;0;0;0;0;0;0;0
incompetent;inkompetent;0;1;1;0;0;0;0;1;0;0
incompletely;unvollst�ndig;0;0;0;0;0;0;0;0;0;0
incompleteness;Unvollst�ndigkeit;0;1;0;0;0;0;0;0;0;0
incomprehensible;unverst�ndlich;0;1;0;0;0;0;0;0;0;0
inconclusive;nicht schl�ssig;0;0;0;0;0;0;0;0;0;0
incongruous;unpassend;0;1;1;0;0;0;0;0;0;0
inconsequential;unwichtig;0;1;0;0;0;0;0;1;0;0
inconsiderate;r�cksichtslos;0;1;1;0;1;0;0;1;0;0
inconsistency;Inkonsequenz;0;1;0;0;0;0;0;0;0;0
inconspicuous;unauff�llig;0;0;0;0;0;0;0;0;0;0
incontinence;Inkontinenz;0;0;0;0;0;0;0;0;1;0
inconvenient;unbequem;0;1;1;0;1;0;0;1;0;0
incorporate;integrieren;0;0;0;0;0;0;0;0;0;0
incorporation;Gr�ndung;0;0;0;0;0;0;0;0;0;0
incorrect;falsch;0;1;0;0;0;0;0;0;0;0
increase;erh�hen;1;0;0;0;0;0;0;0;0;0
increased;erh�ht;0;0;0;0;0;0;0;0;0;0
incredulous;ungl�ubig;0;1;1;0;1;0;0;0;0;0
increment;Zuwachs;0;0;0;0;0;0;0;0;0;0
incrimination;Belastung;0;1;0;0;0;1;0;1;0;0
incubation;Inkubation;0;0;0;0;0;0;0;0;0;0
incubus;Alp;0;1;0;0;1;1;0;0;0;0
incur;eingehen;0;1;0;0;0;0;0;0;0;0
incurable;unheilbar;0;1;1;0;1;1;0;1;0;0
incursion;Einfall;0;1;0;0;0;1;0;0;0;0
indebted;verschuldet;0;0;0;0;0;0;0;0;0;0
indecency;Unanst�ndigkeit;0;0;1;0;1;0;0;0;0;0
indecent;unanst�ndig;0;1;0;0;1;0;0;0;0;0
indecision;Unentschlossenheit;0;1;0;0;0;0;0;0;0;0
indecisive;unentschlossen;0;1;0;0;0;0;0;0;0;0
indefensible;unentschuldbar;0;1;0;0;0;1;0;0;0;0
indelible;unausl�schlich;1;0;0;0;0;0;0;0;0;1
indemnification;Schadenersatz;0;0;0;0;0;0;0;0;0;0
indemnify;entsch�digen;0;1;0;0;0;0;0;0;0;0
indemnity;Entsch�digung;1;0;0;0;0;0;0;0;0;1
indent;Einzug;0;0;0;0;0;0;0;0;0;1
indentation;Einzug;0;0;0;0;0;0;0;0;0;0
indenture;Ausbildungsvertrag;0;1;1;0;0;0;0;0;0;0
independence;Unabh�ngigkeit;1;0;0;1;0;0;1;0;1;1
independent;unabh�ngig;0;0;0;0;0;0;0;0;0;0
indescribable;unbeschreiblich;0;0;0;0;0;0;0;0;0;0
indestructible;unverw�stlich;1;0;0;0;0;0;0;0;0;1
indeterminate;unbestimmt;0;1;0;0;0;0;0;0;0;0
index;Index;0;0;0;0;0;0;0;0;0;0
indicating;Anzeige;0;0;0;0;0;0;0;0;0;0
indication;Anzeige;0;0;0;0;0;0;0;0;0;0
indicative;Indikativ;0;0;0;0;0;0;0;0;0;0
indicator;Anzeige;0;0;0;0;0;0;0;0;0;0
indice;indice;0;0;0;0;0;0;0;0;0;0
indict;anklagen;0;1;1;0;0;1;0;0;0;0
indictment;Anklage;0;1;0;0;0;1;0;0;0;0
indifference;Gleichg�ltigkeit;0;1;1;0;1;1;0;1;0;0
indigenous;einheimisch;0;0;0;0;0;0;0;0;0;0
indigent;bed�rftig;0;1;0;0;0;0;0;1;0;0
indigestion;Magenverstimmung;0;0;0;0;0;0;0;0;0;0
indignant;emp�rt;0;1;1;0;0;0;0;0;0;0
indignation;Emp�rung;0;1;1;0;1;0;0;0;0;0
indigo;Indigo;0;0;0;0;0;0;0;0;0;0
indirect;indirekte;0;0;0;0;0;0;0;0;0;0
indispensable;unverzichtbar;0;0;0;0;0;0;0;0;0;0
indistinct;undeutlich;0;1;0;0;0;0;0;0;0;0
indistinguishable;nicht zu unterscheiden;0;0;0;0;0;0;0;0;0;0
individuality;Individualit�t;1;0;0;0;0;0;0;0;0;0
indivisible;unteilbar;0;0;0;0;0;0;0;0;0;1
indoctrination;Indoktrination;0;1;1;0;0;1;0;0;0;0
indolent;indolent;0;1;0;0;0;0;0;0;0;0
indomitable;unbezwingbar;1;0;0;0;0;1;0;0;0;0
indoor;Innen-;0;0;0;0;0;0;0;0;0;0
induce;induzieren;0;0;0;0;0;0;0;0;0;0
induced;induziert;0;0;0;0;0;0;0;0;0;0
inducement;Anreiz;0;0;0;0;0;0;0;0;0;0
induction;Induktion;0;0;0;0;0;0;0;0;0;0
indulge;fr�nen;0;0;0;0;0;0;0;0;0;0
indulgence;Nachsicht;0;0;0;0;0;0;0;0;0;0
indulgent;nachsichtig;0;0;0;0;0;0;0;0;0;0
industrious;flei�ig;0;0;0;0;0;0;0;0;0;0
industry;Industrie;0;0;0;0;0;0;0;0;0;0
ineffable;unaussprechlich;1;0;0;0;0;0;0;0;0;0
ineffective;unwirksam;0;1;0;0;0;0;0;0;0;0
ineffectual;ineffektiv;0;1;0;0;1;0;0;0;0;0
inefficiency;Ineffizienz;0;1;0;0;1;0;0;1;0;0
inefficient;ineffizient;0;1;0;0;0;0;0;1;0;0
inelastic;unelastisch;0;0;0;0;0;0;0;0;0;0
ineligible;nicht w�hlbar;0;0;0;0;0;0;0;0;0;0
inept;ungeschickt;0;1;1;0;1;0;0;0;0;0
ineptitude;Unbeholfenheit;0;1;0;0;1;1;0;1;0;0
inequality;Ungleichheit;0;1;1;0;0;1;0;1;0;0
inequitable;ungerecht;0;1;0;0;0;0;0;0;0;0
inert;inert;0;1;0;0;0;0;0;0;0;0
inertia;Tr�gheit;0;0;0;0;0;0;0;0;0;0
inevitable;unvermeidlich;0;0;0;0;0;0;0;0;0;0
inexact;ungenau;0;0;0;0;0;0;0;0;0;0
inexcusable;unentschuldbar;0;1;1;0;1;0;0;1;0;0
inexhaustible;unersch�pflich;0;0;0;0;0;0;0;0;0;0
inexpensive;preiswert;1;0;0;0;0;0;0;0;0;0
inexperience;Unerfahrenheit;0;1;0;0;0;0;0;0;0;0
inexperienced;unerfahren;0;1;0;0;0;0;0;0;0;0
inexplicable;unerkl�rlich;0;1;0;0;0;0;0;0;1;0
infallibility;Unfehlbarkeit;0;0;0;0;0;0;0;0;0;1
infallible;unfehlbar;1;0;0;0;0;0;0;0;0;0
infamous;ber�chtigt;0;1;1;0;1;1;0;0;0;0
infamy;Infamie;0;1;0;0;0;0;0;1;0;0
infancy;Kindesalter;0;0;0;0;0;0;0;0;0;0
infant;S�ugling;1;0;0;1;0;1;1;0;1;0
infanticide;Kindest�tung;0;1;1;1;1;1;0;1;0;0
infantile;infantil;0;1;1;0;1;0;0;0;0;0
infantry;Infanterie;0;0;0;0;0;0;0;0;0;0
infarct;Infarkt;0;1;0;0;0;1;0;0;1;0
infatuation;Vernarrtheit;0;0;0;0;0;0;0;0;0;0
infeasible;infeasible;0;0;0;0;0;0;0;0;0;0
infect;infizieren;0;1;0;0;1;0;0;0;0;0
infection;Infektion;0;1;0;0;0;1;0;0;0;0
infectious;infekti�s;0;1;0;0;1;1;0;1;0;0
infer;schlie�en;0;0;0;0;0;0;0;0;0;0
inference;Schlussfolgerung;0;0;0;0;0;0;0;0;0;0
inferential;inferential;0;0;0;0;0;0;0;0;0;0
inferior;unterlegen;0;1;0;0;0;0;0;1;0;0
inferiority;Unterlegenheit;0;1;0;0;0;0;0;0;0;0
inferno;Inferno;0;1;1;0;0;1;0;0;0;0
infertile;unfruchtbar;0;0;0;0;0;0;0;0;0;0
infertility;Unfruchtbarkeit;0;1;0;0;0;0;0;1;0;0
infestation;Befall;0;1;0;0;1;1;0;0;0;0
infidel;Ungl�ubige;0;1;1;0;1;1;0;0;0;0
infidelity;Untreue;0;1;1;0;1;1;0;1;0;0
infiltration;Infiltration;1;1;0;0;0;0;0;0;0;0
infinite;unendlich;1;0;0;0;0;0;0;0;0;0
infinitely;unendlich;0;0;0;0;0;0;0;0;0;0
infinitesimal;infinitesimal;0;0;0;0;0;0;0;0;0;0
infinity;Unendlichkeit;1;0;0;1;0;0;1;0;0;1
infirm;gebrechlich;0;1;0;0;0;0;0;0;0;0
infirmary;Krankenstation;0;0;0;0;0;0;0;0;0;0
infirmity;Gebrechlichkeit;0;1;0;0;0;1;0;0;0;0
inflammation;Entz�ndung;0;1;0;0;0;0;0;0;0;0
inflated;aufgeblasen;0;1;0;0;0;0;0;0;0;0
inflation;Inflation;0;1;0;0;0;1;0;0;0;0
inflection;Flexion;0;0;0;0;0;0;0;0;0;0
inflict;zuf�gen;0;1;1;0;0;1;0;1;0;0
infliction;Zuf�gung;0;1;0;0;0;1;0;1;0;0
inflorescence;Bl�tenstand;0;0;0;0;0;0;0;0;0;0
influence;Einfluss;1;1;0;0;0;0;0;0;0;0
influential;einflussreich;1;0;0;0;0;0;0;0;0;1
influenza;Grippe;0;1;0;0;0;0;0;0;0;0
influx;Zustrom;0;0;0;0;0;0;0;0;0;0
inform;informieren;0;0;0;0;0;0;0;0;0;1
informal;informell;0;0;0;0;0;0;0;0;0;0
informant;Informant;0;0;0;0;0;0;0;0;0;0
information;Informationen;1;0;0;0;0;0;0;0;0;0
informed;informiert;0;0;0;0;0;0;0;0;0;0
informer;Informant;0;1;0;0;0;0;0;0;0;0
infraction;Regelversto�;0;1;1;0;0;0;0;0;0;0
infrequent;selten;0;0;0;0;0;0;0;0;1;0
infrequently;selten;0;1;0;0;0;0;0;0;0;0
infringement;Verletzung;0;1;0;0;0;0;0;0;0;0
infuse;ziehen;0;0;0;0;0;0;0;0;0;0
infused;infundiert;0;0;0;0;0;0;0;0;0;0
infusion;Infusion;0;0;0;0;0;0;0;0;0;0
ingenious;genial;1;0;0;0;0;0;0;0;0;0
ingenuity;Einfallsreichtum;0;0;0;0;0;0;0;0;0;0
ingest;aufnehmen;0;0;0;0;0;0;0;0;0;0
ingestion;Nahrungsaufnahme;0;0;0;0;0;0;0;0;0;0
ingot;Barren;0;0;0;0;0;0;0;0;0;0
ingrained;tief verwurzelt;0;0;0;0;0;0;0;0;0;0
ingredient;Zutat;0;0;0;0;0;0;0;0;0;0
ingress;Eintritt;0;0;0;0;0;0;0;0;0;0
inhabit;bewohnen;0;0;0;0;0;0;0;0;0;0
inhabitant;Einwohner;0;0;0;0;0;0;0;0;0;0
inhabited;bewohnt;0;0;0;0;0;0;0;0;0;0
inhabiting;bewohnen;0;0;0;0;0;0;0;0;0;0
inhalation;Inhalation;0;0;0;0;0;0;0;0;0;0
inhale;inhalieren;0;0;0;0;0;0;0;0;0;0
inherent;inh�rent;0;0;0;0;0;0;0;0;0;0
inherit;erben;0;0;0;0;0;0;0;0;0;0
inheritance;Erbschaft;1;0;0;1;0;0;1;0;1;1
inhibit;hemmen;0;1;1;0;1;0;0;1;0;0
inhibition;Hemmung;0;0;0;0;0;0;0;0;0;0
inhospitable;unwirtlich;0;1;0;0;0;0;0;1;0;0
inhuman;unmenschlich;0;1;1;0;1;1;0;1;0;0
inhumanity;Unmenschlichkeit;0;1;0;0;0;0;0;1;0;0
inimical;feindlich;0;1;1;0;0;0;0;1;0;0
inimitable;unnachahmlich;1;0;0;0;0;0;0;0;0;1
iniquity;Missetat;0;1;0;0;1;0;0;0;0;0
initial;Anfangs-;0;0;0;0;0;0;0;0;0;0
initiate;initiieren;0;0;0;0;0;0;0;0;0;0
initiated;initiiert;0;0;0;0;0;0;0;0;0;0
initiative;Initiative;0;0;0;0;0;0;0;0;0;0
inject;injizieren;0;0;0;0;0;0;0;0;0;0
injection;Einspritzung;0;0;0;0;0;1;0;0;0;0
injunction;Anordnung;0;1;0;0;0;0;0;0;0;0
injure;verletzen;0;1;1;0;0;1;0;1;0;0
injured;verletzt;0;1;0;0;0;1;0;1;0;0
injurious;sch�dlich;0;1;1;0;0;1;0;1;0;0
injury;Verletzung;0;1;1;0;0;1;0;1;0;0
injustice;Ungerechtigkeit;0;1;1;0;0;0;0;0;0;0
ink;Tinte;0;0;0;0;0;0;0;0;0;0
inkling;dunkle Ahnung;0;0;0;0;0;0;0;0;0;0
inland;Inland;0;0;0;0;0;0;0;0;0;0
inlay;Inlay;0;0;0;0;0;0;0;0;0;0
inlet;Einlass;0;0;0;0;0;0;0;0;0;0
inmate;Insasse;0;1;0;0;1;1;0;0;0;0
inn;Gasthof;0;0;0;0;0;0;0;0;0;0
innate;angeboren;0;0;0;0;0;0;0;0;0;0
innermost;innerste;0;0;0;0;0;0;0;0;0;0
innings;Innings;0;0;0;0;0;0;0;0;0;0
innkeeper;Gastwirt;0;0;0;0;0;0;0;0;0;0
innocence;Unschuld;1;0;0;0;0;0;0;0;0;0
innocent;unschuldig;1;0;0;0;0;0;0;0;0;1
innocently;unschuldig;1;0;0;0;0;0;0;0;0;0
innocuous;harmlos;1;0;0;0;0;0;0;0;0;0
innovate;Neuerungen einf�hren;1;0;0;0;0;0;0;0;0;0
innovation;Innovation;1;0;0;0;0;0;0;0;0;0
innuendo;Anspielung;0;0;0;0;0;0;0;0;0;0
innumerable;unz�hlig;0;0;0;0;0;0;0;0;0;0
inoculation;Impfung;0;0;0;1;0;0;0;0;0;1
inoperative;unwirksam;0;1;1;0;0;0;0;0;0;0
inordinate;unm��ig;0;0;0;0;0;0;0;0;0;0
inorganic;anorganisch;0;0;0;0;0;0;0;0;0;0
inquest;Untersuchung;0;0;0;0;0;0;0;0;0;0
inquire;anfragen;0;0;0;0;0;0;0;0;0;0
inquirer;Fragende;1;0;0;0;0;0;0;0;0;0
inquiring;fragend;0;0;0;0;0;0;0;0;0;0
inquiry;Anfrage;1;0;0;1;0;0;0;0;0;0
inquisitive;neugierig;1;0;0;0;0;0;0;0;0;0
insane;verr�ckt;0;1;1;0;0;1;0;0;0;0
insanity;Wahnsinn;0;1;1;0;1;1;0;1;0;0
inscription;Aufschrift;0;0;0;0;0;0;0;0;0;0
inscrutable;unergr�ndlich;0;0;0;0;0;0;0;0;0;0
insect;Insekt;0;0;0;0;0;0;0;0;0;0
insecure;unsicher;0;1;1;0;0;1;0;1;0;0
insecurity;Unsicherheit;0;1;0;0;0;1;0;0;0;0
inseparable;unzertrennlich;1;0;0;0;0;0;1;0;0;1
insert;einf�gen;0;0;0;0;0;0;0;0;0;0
inserted;eingef�gt;0;0;0;0;0;0;0;0;0;0
insertion;Einf�gung;0;0;0;0;0;0;0;0;0;0
inside;innerhalb;0;0;0;0;0;0;0;0;0;0
insidious;heimt�ckisch;0;1;1;0;1;1;0;0;0;0
insight;Einblick;0;0;0;0;0;0;0;0;0;0
insignia;Abzeichen;1;0;0;0;0;0;0;0;0;0
insignificance;Bedeutungslosigkeit;0;1;0;0;0;0;0;0;0;0
insignificant;unwichtig;0;1;1;0;0;0;0;1;0;0
insipid;fade;0;1;0;0;0;0;0;0;0;0
insist;bestehen;0;0;0;0;0;0;0;0;0;0
insolent;unversch�mt;0;1;0;0;0;0;0;0;0;0
insoluble;unl�slich;0;0;0;0;0;0;0;0;0;0
insolvency;Insolvenz;0;1;0;0;0;1;0;1;1;0
insolvent;insolvent;0;1;0;0;0;1;0;1;0;1
inspect;pr�fen;0;0;0;0;0;0;0;0;0;0
inspector;Inspektor;1;0;0;0;0;0;0;0;0;0
inspiration;Inspiration;1;0;0;1;0;0;1;0;0;0
inspire;inspirieren;1;0;0;1;0;0;1;0;0;1
inspired;inspiriert;1;0;0;0;0;0;1;0;1;1
instability;Instabilit�t;0;1;0;0;1;1;0;0;0;0
install;installieren;0;0;0;1;0;0;0;0;0;0
installation;Installation;0;0;0;0;0;0;0;0;0;0
installment;Rate;0;0;0;0;0;0;0;0;0;0
instance;Beispiel;0;0;0;0;0;0;0;0;0;0
instant;Augenblick;0;0;0;0;0;0;0;0;0;0
instantaneous;unmittelbar;0;0;0;0;0;0;0;0;0;0
instantaneously;unmittelbar;0;0;0;0;0;0;0;0;0;0
instigate;anstiften;0;1;0;0;0;0;0;0;0;0
instigation;Anstiftung;0;1;0;0;0;0;0;0;0;0
instill;einfl��en;0;0;0;0;0;0;0;0;0;0
instinct;Instinkt;0;0;0;0;0;0;0;0;0;0
instinctive;instinktiv;1;0;1;0;1;1;0;0;0;0
institute;Institut;0;0;0;0;0;0;0;0;0;1
institution;Einrichtung;0;0;0;0;0;0;0;0;0;0
instruct;beauftragen;1;0;0;0;0;0;0;0;0;1
instructed;angewiesen;0;0;0;0;0;0;0;0;0;0
instruction;Anweisung;1;0;0;0;0;0;0;0;0;1
instructional;Lehr-;0;0;0;0;0;0;0;0;0;0
instructions;Anleitung;0;0;0;1;0;0;0;0;0;1
instructive;lehrreich;0;0;0;0;0;0;0;0;0;0
instructor;Ausbilder;1;0;0;1;0;0;0;0;0;1
instrument;Instrument;0;0;0;0;0;0;0;0;0;0
instrumental;instrumental;1;0;0;0;0;0;0;0;0;0
instrumentalist;Instrumentalist;0;0;0;0;0;0;0;0;0;0
instrumentality;Vermittlung;0;0;0;0;0;0;0;0;0;0
insufficiency;Insuffizienz;0;1;1;0;0;0;0;0;0;0
insufficient;ungen�gend;0;1;0;0;0;0;0;0;0;0
insufficiently;ungen�gend;0;1;0;0;0;0;0;0;0;0
insular;insular;0;0;0;0;0;0;0;0;0;0
insulate;isolieren;0;0;0;0;0;0;0;0;0;0
insulation;Isolierung;0;0;0;0;0;0;0;0;0;1
insult;Beleidigung;0;1;1;0;1;0;0;1;1;0
insulting;beleidigend;0;1;1;0;1;1;0;1;0;0
insurance;Versicherung;0;0;0;0;0;0;0;0;0;0
insure;versichern;1;0;0;0;0;0;0;0;0;1
insurgent;Aufst�ndischer;0;1;0;0;0;0;0;0;0;0
insurmountable;un�berwindlich;0;1;0;0;0;1;0;1;0;0
insurrection;Aufstand;0;1;1;0;0;0;0;0;0;0
intact;intakt;1;0;0;0;0;0;0;0;0;1
intangible;immaterielle;0;0;0;0;0;0;0;0;0;0
integer;ganze Zahl;0;0;0;0;0;0;0;0;0;0
integral;Integral;0;0;0;0;0;0;0;0;0;0
integrate;integrieren;0;0;0;0;0;0;0;0;0;0
integration;Integration;0;0;0;0;0;0;0;0;0;0
integrity;Integrit�t;1;0;0;0;0;0;0;0;0;1
intellect;Intellekt;1;0;0;0;0;0;0;0;0;0
intellectual;Intellektuelle;1;0;0;0;0;0;0;0;0;0
intelligence;Intelligenz;1;0;0;0;0;1;1;0;0;1
intelligent;intelligent;1;0;0;0;0;0;0;0;0;1
intelligibility;Verst�ndlichkeit;0;0;0;0;0;0;0;0;0;0
intelligible;verst�ndlich;0;0;0;0;0;0;0;0;0;0
intend;beabsichtigen;0;0;0;0;0;0;0;0;0;1
intended;beabsichtigt;1;0;0;1;0;0;0;0;0;0
intending;Absicht;0;0;0;0;0;0;0;0;0;0
intense;intensiv;1;1;1;0;1;1;1;0;1;1
intensely;intensiv;0;0;0;0;0;0;0;0;0;0
intensify;intensivieren;0;0;0;0;0;0;0;0;0;0
intensity;Intensit�t;0;0;0;0;0;0;0;0;0;0
intent;Absicht;0;0;0;0;0;0;0;0;0;0
intention;Absicht;0;0;0;0;0;0;0;0;0;0
intentional;absichtlich;0;0;0;0;0;0;0;0;0;0
intentionally;absichtlich;0;0;0;0;0;0;0;0;0;0
inter;inter;0;1;0;0;0;0;0;1;0;0
interaction;Zusammenspiel;0;0;0;0;0;0;0;0;0;0
intercede;vermitteln;0;0;0;0;0;1;0;1;0;0
intercept;abfangen;0;0;0;0;0;0;0;0;0;0
interception;Abfangen;0;0;0;0;0;0;0;0;0;0
